Generación,Tipo,Energía (MeV)
6,gamma,6.030029015621141
6,electron,4.883597635545653
6,positron,23.733929628773545
6,electron,7.615403745794968
6,positron,4.6799451595904475
6,gamma,3.2563647743611908
6,electron,6.580213497919053
6,gamma,0.5971798859018045
6,electron,0.45752521363958065
6,electron,0.2191053599367554
6,gamma,4.222832247666992
6,electron,4.530184978562702
6,gamma,9.086111078706823
6,gamma,6.894942485536854
6,gamma,0.7105604281268696
6,electron,21.953912026132784
6,gamma,19.574267523500104
6,electron,10.750399618141042
6,gamma,9.134972610481498
6,electron,5.392950003465296
6,positron,14.56028913851558
6,electron,6.644847552165603
6,positron,4.013268521728983
6,gamma,2.701017253239955
6,electron,5.512736208641476
6,gamma,1.1154588257428881
6,electron,13.640476843412369
6,gamma,2.1019838180128927
6,electron,2.4326192803339426
6,electron,3.843174677278549
6,positron,5.17804790900129
6,gamma,6.181096107045612
6,electron,9.178037079243081
6,gamma,32.18374563788693
6,electron,21.86896097210793
6,positron,30.16586484514087
6,electron,37.841441746773555
6,positron,16.744785157714453
6,gamma,17.149755431708094
6,electron,20.07420889118903
6,gamma,2.4699511037029565
6,electron,91.40766054613255
6,electron,63.52563758157432
6,positron,56.546339773120856
6,gamma,0.32976239457673956
6,gamma,36.56048729813184
6,electron,36.23279468578529
6,gamma,19.56618671611036
6,electron,19.536404305643217
6,gamma,22.886726081124248
6,electron,18.216388654455937
6,gamma,1.9939052948507703
6,electron,48.209679079185264
6,gamma,3.203183906399532
6,electron,74.21754674648213
7,gamma,0.9437693942627774
7,electron,0.6126379355602942
7,gamma,0.6880113426763604
7,gamma,0.8598942390228457
7,gamma,5.381899892626755
7,electron,2.62935499171755
7,gamma,3.0236992650290873
7,gamma,2.4163441026053425
7,gamma,1.245120332673379
7,electron,3.2619778076174453
7,gamma,3.783886266828132
7,electron,5.224492193519831
7,gamma,0.5662105993999436
7,electron,4.811962502000104
7,gamma,9.387841674629147
7,electron,5.615217918206202
7,gamma,0.5140628040140653
7,electron,5.834889234872775
7,gamma,3.3489305840030195
7,electron,6.902760604395979
7,electron,2.6807702099684225
7,positron,3.5157689288193574
7,gamma,5.986246020112263
7,electron,6.385121191905122
7,electron,1.7656450084978939
7,positron,1.1650884351265682
7,electron,3.9843437177968037
7,positron,2.075753096569906
7,gamma,0.5941133100643248
7,electron,1.1889519305411917
7,positron,1.8369863873649495
7,electron,0.5378887111702896
7,positron,1.056831973044874
7,gamma,0.7137965040669344
7,electron,1.120833907725921
7,gamma,0.3106687868238312
7,electron,5.719360228797309
7,gamma,2.0127315641885777
7,electron,2.8708660713570757
7,positron,23.733929628773545
7,gamma,3.4984198201329813
7,electron,4.116983925661986
7,positron,4.6799451595904475
7,gamma,1.439375017611856
7,electron,1.8169897567493347
7,gamma,2.7675891928386536
7,electron,3.8126243050803996
7,gamma,0.5971798859018045
7,electron,0.45752521363958065
7,electron,0.2191053599367554
7,electron,1.3207494592651565
7,positron,2.902082788401836
7,gamma,1.504051334000375
7,electron,3.0261336445623273
7,gamma,5.039068470069545
7,electron,4.047042608637278
7,electron,4.722685788223002
7,positron,2.172256697313852
7,gamma,0.7105604281268696
7,gamma,12.302002509580207
7,electron,9.651909516552577
7,electron,13.044675723780319
7,positron,6.529591799719785
7,gamma,5.523446204913209
7,electron,5.226953413227833
7,electron,3.951780590460266
7,positron,5.183192020021232
7,gamma,2.2426589174062665
7,electron,3.15029108605903
7,positron,14.56028913851558
7,gamma,4.22045308770374
7,electron,2.4243944644618636
7,positron,4.013268521728983
7,gamma,2.119293383873322
7,electron,0.5817238693666331
7,gamma,2.581548594622512
7,electron,2.931187614018964
7,electron,0.360700706561152
7,positron,0.7547581191817362
7,gamma,5.056771084587951
7,electron,8.583705758824417
7,electron,1.3842242442409196
7,positron,0.7177595737719731
7,gamma,1.1366077672648567
7,electron,1.296011513069086
7,gamma,1.3451443641085052
7,electron,2.4980303131700436
7,positron,5.17804790900129
7,electron,2.0682949930685632
7,positron,4.112801113977048
7,gamma,5.324337917368435
7,electron,3.853699161874646
7,electron,16.702591292127522
7,positron,15.481154345759407
7,gamma,10.119025928940136
7,electron,11.749935043167795
7,gamma,17.753953535132034
7,gamma,12.411911310008835
7,gamma,12.258721485964468
7,electron,25.582720260809086
7,gamma,5.487249179505407
7,gamma,11.257535978209047
7,electron,8.427118361239005
7,positron,8.722637070469089
7,gamma,10.415258131868566
7,electron,9.658950759320465
7,gamma,0.23616518110630227
7,electron,2.2337859225966543
7,gamma,54.71507726982257
7,electron,36.692583276309975
7,gamma,30.582661685587205
7,electron,32.94297589598712
7,positron,56.546339773120856
7,gamma,0.32976239457673956
7,gamma,11.643159403837844
7,electron,24.917327894293997
7,gamma,14.391890359318726
7,electron,21.840904326466557
7,electron,11.592078023749263
7,positron,7.974108692361096
7,gamma,7.080461855885886
7,electron,12.455942449757332
7,electron,12.06026127466942
7,positron,10.826464806454828
7,gamma,10.588532381606434
7,electron,7.627856272849503
7,electron,1.170635945148527
7,positron,0.8232693497022433
7,gamma,22.0743927176614
7,electron,26.135286361523864
7,electron,1.896084812255941
7,positron,1.307099094143591
7,gamma,22.61410774768525
7,electron,51.60343899879688
8,gamma,0.9437693942627774
8,electron,0.6126379355602942
8,gamma,0.6880113426763604
8,gamma,0.8598942390228457
8,electron,2.9711104975966016
8,positron,2.4107893950301538
8,gamma,1.4944226747941345
8,electron,1.1349323169234156
8,gamma,0.3882031024581598
8,electron,2.6354961625709272
8,electron,0.8585930663736897
8,positron,1.557751036231653
8,gamma,1.0623197657621548
8,electron,0.18280056691122426
8,gamma,1.2455441650152639
8,electron,2.0164336426021814
8,gamma,0.5200848745634357
8,electron,3.2638013922646962
8,gamma,3.218252849411599
8,electron,2.006239344108232
8,gamma,0.5662105993999436
8,gamma,1.7638452827044664
8,electron,3.0481172192956376
8,gamma,0.5972108659936141
8,electron,8.790630808635534
8,gamma,3.8977960482842753
8,electron,1.7174218699219268
8,gamma,0.5140628040140653
8,gamma,3.8912336788134976
8,electron,1.9436555560592774
8,electron,1.9627309044488468
8,positron,1.3861996795541727
8,gamma,2.2144016574007965
8,electron,4.688358946995182
8,gamma,1.7340154152299234
8,electron,0.9467547947384991
8,gamma,1.9289359501580101
8,gamma,1.5868329786613473
8,gamma,0.6109286609610901
8,electron,5.375317359151174
8,gamma,4.270814471884789
8,electron,2.114306720020333
8,gamma,0.8943483697129188
8,electron,0.8712966387849751
8,positron,1.1650884351265682
8,gamma,1.6444697155754908
8,electron,2.339874002221313
8,gamma,1.320839004476019
8,gamma,0.754914092093887
8,gamma,0.5941133100643248
8,gamma,0.5710788042480215
8,electron,0.6178731262931703
8,gamma,0.6181168833698508
8,gamma,1.2188695039950987
8,electron,0.5378887111702896
8,positron,1.056831973044874
8,gamma,0.7137965040669344
8,gamma,0.35292897143485236
8,electron,0.7679049362910686
8,gamma,0.3106687868238312
8,gamma,3.7486454360782515
8,electron,1.9707147927190576
8,gamma,1.7275052815851004
8,electron,0.28522628260347727
8,gamma,1.078976328369674
8,electron,1.7918897429874017
8,positron,23.733929628773545
8,gamma,0.8688871767032628
8,electron,2.6295326434297186
8,gamma,2.247862131640791
8,electron,1.8691217940211944
8,positron,4.6799451595904475
8,electron,0.90629963901111
8,positron,0.533075378600746
8,gamma,0.7497255370554451
8,electron,1.0672642196938897
8,electron,1.576932688870362
8,positron,1.1906565039682915
8,gamma,2.184101136080451
8,electron,1.6285231689999489
8,gamma,0.5971798859018045
8,electron,0.45752521363958065
8,electron,0.2191053599367554
8,gamma,0.5888055793104464
8,electron,0.7319438799547101
8,positron,2.902082788401836
8,gamma,1.2012983405035842
8,electron,0.30275299349679075
8,gamma,1.9219441709702798
8,electron,1.1041894735920474
8,gamma,0.5984491485767224
8,electron,4.440619321492823
8,gamma,1.24851458228628
8,electron,2.798528026350998
8,gamma,2.726462133662505
8,electron,1.996223654560497
8,positron,2.172256697313852
8,gamma,0.7105604281268696
8,electron,3.9369795808454517
8,positron,8.365022928734755
8,gamma,3.3357681116633335
8,electron,6.316141404889243
8,gamma,6.484987152300382
8,electron,6.559688571479937
8,positron,6.529591799719785
8,electron,3.662868710993182
8,positron,1.860577493920027
8,gamma,2.2554366748868198
8,electron,2.9715167383410135
8,gamma,2.363515122426828
8,electron,1.588265468033438
8,gamma,1.6985170989220282
8,gamma,3.4846749210992036
8,gamma,0.2358757810673211
8,electron,2.0067831363389455
8,gamma,1.4508044519672225
8,electron,1.6994866340918073
8,positron,14.56028913851558
8,gamma,0.6344522977351994
8,electron,3.5860007899685407
8,gamma,1.106612886588754
8,electron,1.3177815778731097
8,gamma,1.692305774670582
8,gamma,2.3209627470584007
8,gamma,0.24020051741482326
8,electron,1.8790928664584987
8,electron,0.5817238693666331
8,electron,1.6219925547876985
8,positron,0.9595560398348132
8,gamma,1.5695270165037223
8,electron,1.3616605975152418
8,electron,0.360700706561152
8,positron,0.7547581191817362
8,electron,2.4138340548343957
8,positron,2.6429370297535555
8,gamma,2.966384705566874
8,electron,5.617321053257543
8,gamma,0.41723370449658426
8,electron,0.9669905397443355
8,positron,0.7177595737719731
8,gamma,1.0540668808930385
8,electron,0.08254088637181822
8,gamma,0.7511788022273036
8,electron,0.5448327108417823
8,electron,0.5838480268179683
8,positron,0.761296337290537
8,gamma,1.6294963145592603
8,electron,0.8685339986107834
8,positron,5.17804790900129
8,gamma,0.769166269650029
8,electron,1.2991287234185342
8,positron,4.112801113977048
8,gamma,1.433346574558152
8,electron,3.8909913428102834
8,gamma,1.974281485066341
8,electron,1.8794176768083048
8,gamma,10.425699812923806
8,electron,6.276891479203716
8,gamma,10.383748634905302
8,gamma,5.097405710854105
8,electron,5.164607587494492
8,positron,4.954418341445644
8,gamma,6.6495295110028305
8,electron,5.100405532164965
8,electron,5.9495741769756325
8,positron,11.804379358156401
8,gamma,4.809039310678049
8,electron,7.602871999330786
8,electron,6.5399398487458145
8,positron,5.718781637218654
8,gamma,15.947484894428275
8,electron,9.635235366380812
8,gamma,2.742443010591404
8,electron,2.7448061689140033
8,gamma,1.3657058762083203
8,electron,9.891830102000727
8,gamma,3.4559175788941334
8,electron,4.971200782344871
8,positron,8.722637070469089
8,gamma,0.6626163386491365
8,electron,9.752641793219428
8,gamma,3.4235243227979058
8,electron,6.23542643652256
8,gamma,0.23616518110630227
8,gamma,0.9039499293296849
8,electron,1.3298359932669694
8,electron,24.838340725708733
8,positron,29.876736544113843
8,gamma,21.437064339738235
8,electron,15.255518936571741
8,electron,17.75933962637776
8,positron,12.823322059209445
8,gamma,17.44946904068144
8,electron,15.493506855305679
8,positron,56.546339773120856
8,gamma,0.32976239457673956
8,electron,7.184318483997368
8,positron,4.458840919840476
8,gamma,13.804761203817257
8,electron,11.11256669047674
8,gamma,0.5180158641125093
8,electron,13.873874495206216
8,gamma,10.98940425507608
8,electron,10.851500071390477
8,gamma,6.301211609265411
8,electron,5.290866414483852
8,gamma,4.858272178990934
8,gamma,3.1158365133701613
8,gamma,6.1478701414077195
8,electron,0.9325917144781668
8,gamma,4.608043329440575
8,electron,7.847899120316757
8,gamma,4.91643751388886
8,electron,7.143823760780561
8,positron,10.826464806454828
8,gamma,9.662517776872765
8,electron,0.9260146047336697
8,gamma,2.553406440769467
8,electron,5.074449832080036
8,gamma,0.4998430587778623
8,electron,0.6707928863706648
8,positron,0.8232693497022433
8,electron,15.128223272381266
8,positron,6.946169445280134
8,gamma,15.358576598415185
8,electron,10.776709763108679
8,gamma,1.1471286457727636
8,electron,0.7489561664831773
8,positron,1.307099094143591
8,gamma,0.4561869741862208
8,electron,22.15792077349903
8,gamma,28.763123639582524
8,electron,22.840315359214358
9,gamma,0.9437693942627774
9,electron,0.6126379355602942
9,gamma,0.6880113426763604
9,gamma,0.8598942390228457
9,gamma,1.302840387471491
9,electron,1.6682701101251105
9,positron,2.4107893950301538
9,gamma,0.29947032624148145
9,electron,1.194952348552653
9,gamma,0.7890920219570916
9,electron,0.3458402949663239
9,gamma,0.3882031024581598
9,gamma,0.7968458461899715
9,electron,1.838650316380956
9,electron,0.8585930663736897
9,positron,1.557751036231653
9,electron,0.6615773167750079
9,positron,0.400742448987147
9,electron,0.18280056691122426
9,electron,0.6199657486656603
9,positron,0.6255784163496035
9,gamma,1.0992933304271344
9,electron,0.917140312175047
9,gamma,0.5200848745634357
9,gamma,2.1372081139294234
9,electron,1.1265932783352726
9,gamma,0.3029602366941415
9,electron,2.915292612717457
9,gamma,1.0433834920334746
9,electron,0.9628558520747573
9,gamma,0.5662105993999436
9,electron,1.045045930403661
9,positron,0.7187993523008053
9,gamma,1.989181598631597
9,electron,1.0589356206640406
9,gamma,0.5972108659936141
9,gamma,5.000527044176613
9,electron,3.7901037644589204
9,gamma,0.2506433128580038
9,electron,3.6471527354262716
9,gamma,0.6041213819706129
9,electron,1.1133004879513138
9,gamma,0.5140628040140653
9,electron,2.2837983252793896
9,positron,1.607435353534108
9,gamma,1.189939617074641
9,electron,0.7537159389846364
9,gamma,1.347629566141947
9,electron,0.6151013383068998
9,positron,1.3861996795541727
9,electron,1.0484763196352649
9,positron,1.1659253377655316
9,gamma,1.910964330284298
9,electron,2.777394616710884
9,electron,1.0711200839001722
9,positron,0.6628953313297512
9,electron,0.9467547947384991
9,gamma,1.8288738976044905
9,electron,0.10006205255351963
9,electron,0.9123595090850964
9,positron,0.6744734695762509
9,gamma,0.6109286609610901
9,gamma,3.607116017798563
9,electron,1.7682013413526105
9,gamma,2.285645090826681
9,electron,1.9851693810581077
9,gamma,1.1788097873082877
9,electron,0.9354969327120456
9,gamma,0.8943483697129188
9,electron,0.8712966387849751
9,positron,1.1650884351265682
9,electron,0.7102994576781549
9,positron,0.9341702578973358
9,gamma,0.910729692471087
9,electron,1.4291443097502259
9,electron,0.8758973941452017
9,positron,0.4449416103308172
9,gamma,0.754914092093887
9,gamma,0.5941133100643248
9,gamma,0.5710788042480215
9,electron,0.6178731262931703
9,gamma,0.6181168833698508
9,electron,0.727824422847053
9,positron,0.49104508114804585
9,electron,0.5378887111702896
9,positron,1.056831973044874
9,gamma,0.7137965040669344
9,gamma,0.35292897143485236
9,electron,0.7679049362910686
9,gamma,0.3106687868238312
9,gamma,3.223709354629095
9,electron,0.5249360814491566
9,gamma,0.6333312249164622
9,electron,1.3373835678025956
9,gamma,0.48795019541762175
9,electron,1.2395550861674787
9,electron,0.28522628260347727
9,electron,0.6984208589951754
9,positron,0.3805554693744987
9,gamma,0.613869573818276
9,electron,1.1780201691691257
9,gamma,9.77039822451301
9,gamma,13.963531404260534
9,gamma,0.8688871767032628
9,gamma,1.686758213150101
9,electron,0.9427744302796175
9,gamma,2.0306980965871015
9,electron,0.21716403505368964
9,gamma,1.1123288586004492
9,electron,0.7567929354207453
9,positron,4.6799451595904475
9,electron,0.90629963901111
9,positron,0.533075378600746
9,gamma,0.7497255370554451
9,gamma,0.5483762183550616
9,electron,0.5188880013388282
9,gamma,0.5374221180644206
9,electron,1.0395105708059413
9,positron,1.1906565039682915
9,gamma,2.0633403290821115
9,electron,0.12076080699833946
9,gamma,0.5498665358850047
9,electron,1.078656633114944
9,gamma,0.5971798859018045
9,electron,0.45752521363958065
9,electron,0.2191053599367554
9,gamma,0.5888055793104464
9,electron,0.7319438799547101
9,positron,2.902082788401836
9,gamma,0.5561697980539735
9,electron,0.6451285424496107
9,electron,0.30275299349679075
9,gamma,1.0391296351984027
9,electron,0.8828145357718771
9,gamma,0.5655222436657301
9,electron,0.5386672299263173
9,gamma,0.5984491485767224
9,gamma,3.0156415268615575
9,electron,1.4249777946312658
9,gamma,0.6960627301241528
9,electron,0.5524518521621272
9,gamma,1.5267875992239421
9,electron,1.2717404271270558
9,gamma,0.3093406434710684
9,electron,2.4171214901914366
9,gamma,1.2758941120401592
9,electron,0.7203295425203378
9,positron,2.172256697313852
9,gamma,0.7105604281268696
9,gamma,2.1291993348654024
9,electron,1.8077802459800494
9,gamma,4.102948807038958
9,gamma,4.262074121695797
9,electron,1.4774212346160691
9,positron,1.8583468770472644
9,gamma,2.6423035279096077
9,electron,3.6738378769796354
9,gamma,1.6087994349327066
9,electron,4.876187717367676
9,gamma,3.907092126081392
9,electron,2.6525964453985447
9,positron,6.529591799719785
9,gamma,2.488816877610311
9,electron,1.1740518333828713
9,gamma,0.9254743352127729
9,gamma,0.9351031587072541
9,electron,0.8385750978995434
9,positron,1.4168615769872763
9,gamma,2.002871599841745
9,electron,0.9686451384992685
9,gamma,2.1904257690288658
9,electron,0.17308935339796205
9,gamma,0.7342971001247381
9,electron,0.8539683679086999
9,electron,0.9825673452449825
9,positron,0.7159497536770457
9,electron,1.8419271324383908
9,positron,1.6427477886608128
9,gamma,0.2358757810673211
9,gamma,0.8116395468711931
9,electron,1.1951435894677525
9,electron,0.9138992155659574
9,positron,0.5369052364012651
9,gamma,1.0015604215500882
9,electron,0.6979262125417192
9,positron,14.56028913851558
9,gamma,0.6344522977351994
9,gamma,1.5324258410747675
9,electron,2.053574948893773
9,electron,0.5044436401810212
9,positron,0.6021692464077327
9,gamma,0.8043637903296387
9,electron,0.513417787543471
9,gamma,1.323530528979422
9,electron,0.36877524569116016
9,gamma,1.3074592610547282
9,electron,1.0135034860036725
9,gamma,0.24020051741482326
9,gamma,1.3042945107214985
9,electron,0.5747983557370001
9,electron,0.5817238693666331
9,gamma,0.8831937324397385
9,electron,0.73879882234796
9,positron,0.9595560398348132
9,gamma,1.077792522084148
9,electron,0.4917344944195743
9,gamma,0.6853086778926203
9,electron,0.6763519196226215
9,electron,0.360700706561152
9,positron,0.7547581191817362
9,gamma,0.788399292965639
9,electron,1.6254347618687568
9,gamma,1.8109310446833589
9,gamma,0.8320059850701967
9,electron,1.9985192825781912
9,positron,0.9678654229886828
9,gamma,2.7026532802234704
9,electron,2.914667773034073
9,gamma,0.41723370449658426
9,electron,0.9669905397443355
9,positron,0.7177595737719731
9,electron,0.3735973249656796
9,positron,0.6804695559273589
9,electron,0.08254088637181822
9,gamma,0.7511788022273036
9,electron,0.5448327108417823
9,electron,0.5838480268179683
9,positron,0.761296337290537
9,electron,0.6363919064896194
9,positron,0.9931044080696408
9,electron,0.8685339986107834
9,gamma,1.576622723917096
9,gamma,3.6014251850841936
9,gamma,0.769166269650029
9,gamma,0.8677564790885403
9,electron,0.43137224432999394
9,positron,4.112801113977048
9,gamma,1.0958246573499948
9,electron,0.33752191720815716
9,gamma,2.1271728666891834
9,electron,1.7638184761210998
9,gamma,1.1771402521104941
9,electron,0.7971412329558469
9,gamma,0.7402563734032807
9,electron,1.139161303405024
9,electron,6.888415898482392
9,positron,3.537283914441415
9,gamma,2.119441498612877
9,electron,4.157449980590839
9,gamma,0.9439606986498962
9,electron,9.439787936255406
9,gamma,1.6412087034862215
9,electron,3.456197007367883
9,gamma,2.930001000981865
9,electron,2.2346065865126272
9,positron,4.954418341445644
9,gamma,4.363862738096332
9,electron,2.285666772906499
9,gamma,2.089053547446987
9,electron,3.0113519847179777
9,gamma,3.2429667612496815
9,electron,2.706607415725951
9,positron,11.804379358156401
9,electron,2.3948877175003958
9,positron,2.414151593177653
9,gamma,2.865995390449126
9,electron,4.736876608881659
9,gamma,3.3723898373343126
9,electron,3.167550011411502
9,positron,5.718781637218654
9,gamma,9.84784515665865
9,electron,6.099639737769625
9,gamma,6.5782073160507695
9,electron,3.0570280503300418
9,electron,1.2420316567568317
9,positron,1.5004113538345722
9,gamma,1.2424141967584132
9,electron,1.50239197215559
9,gamma,1.0197919611676933
9,electron,0.34591391504062696
9,gamma,3.653128278156791
9,electron,6.238701823843936
9,electron,1.5164208391380392
9,positron,1.939496739756094
9,gamma,1.952116590170672
9,electron,3.019084192174199
9,positron,8.722637070469089
9,gamma,0.6626163386491365
9,gamma,5.144249909938188
9,electron,4.60839188328124
9,electron,1.116650926027596
9,positron,2.3068733967703094
9,gamma,3.9226322873131743
9,electron,2.3127941492093855
9,gamma,0.23616518110630227
9,gamma,0.9039499293296849
9,gamma,0.8151551804116856
9,electron,0.5146808128552839
9,gamma,9.35784072668001
9,electron,15.480499999028721
9,positron,29.876736544113843
9,gamma,0.7030888485275913
9,electron,20.733975491210643
9,gamma,6.370374432530189
9,electron,8.885144504041552
9,gamma,11.867932154723048
9,electron,5.891407471654712
9,positron,12.823322059209445
9,electron,11.294879296742485
9,positron,6.1545897439389545
9,gamma,9.036513756749189
9,electron,6.456993098556491
9,positron,56.546339773120856
9,gamma,0.32976239457673956
9,gamma,3.661648447899892
9,electron,3.522670036097476
9,positron,4.458840919840476
9,electron,5.335456758485105
9,positron,8.469304445332153
9,gamma,4.789729175799069
9,electron,6.322837514677671
9,gamma,0.5180158641125093
9,gamma,4.976175800094504
9,electron,8.897698695111712
9,gamma,0.7255579531654984
9,electron,10.263846301910581
9,gamma,7.413648948181156
9,electron,3.437851123209321
9,electron,1.9632134422260452
9,positron,4.337998167039366
9,gamma,3.7026324460457585
9,electron,1.5882339684380937
9,gamma,1.9078915706952588
9,electron,2.9503806082956756
9,gamma,0.9281820009107913
9,electron,2.1876545124593703
9,gamma,1.0306327327187272
9,electron,5.117237408688992
9,electron,0.9325917144781668
9,electron,3.221868529162575
9,positron,1.3861748002779997
9,gamma,5.428254068298413
9,electron,2.419645052018344
9,electron,3.0632376599781805
9,positron,1.8531998539106789
9,gamma,4.542052328123857
9,electron,2.6017714326567036
9,positron,10.826464806454828
9,electron,4.679424180180944
9,positron,4.983093596691821
9,electron,0.9260146047336697
9,gamma,1.6212097221141286
9,electron,0.9321967186553384
9,gamma,1.969575134465413
9,electron,3.104874697614623
9,gamma,0.4998430587778623
9,electron,0.6707928863706648
9,positron,0.8232693497022433
9,gamma,7.760739070880366
9,electron,7.3674842015009006
9,positron,6.946169445280134
9,electron,10.084617123067083
9,positron,5.273959475348102
9,gamma,6.532536996564505
9,electron,4.244172766544174
9,gamma,0.5243989125917852
9,electron,0.6227297331809785
9,electron,0.7489561664831773
9,gamma,0.5565077931291467
9,gamma,0.7505913010144443
9,gamma,0.4561869741862208
9,gamma,10.832403889940851
9,electron,11.325516883558178
9,electron,9.672209060571399
9,positron,19.090914579011127
9,gamma,7.648363089823288
9,electron,15.19195226939107
10,gamma,0.9437693942627774
10,electron,0.6126379355602942
10,gamma,0.6880113426763604
10,gamma,0.8598942390228457
10,gamma,1.047817925937272
10,electron,0.2550224615342189
10,gamma,0.5265003380866714
10,electron,1.1417697720384392
10,gamma,1.0195824637353859
10,gamma,1.3912069312947677
10,gamma,0.29947032624148145
10,gamma,0.36339109797376257
10,electron,0.8315612505788903
10,gamma,0.7890920219570916
10,electron,0.3458402949663239
10,gamma,0.3882031024581598
10,gamma,0.7968458461899715
10,gamma,0.8758970288148328
10,electron,0.9627532875661232
10,electron,0.8585930663736897
10,gamma,0.9111036804776211
10,gamma,0.6466473557540318
10,electron,0.6615773167750079
10,positron,0.400742448987147
10,electron,0.18280056691122426
10,electron,0.6199657486656603
10,positron,0.6255784163496035
10,gamma,1.0451235051595147
10,electron,0.05416982526761971
10,electron,0.917140312175047
10,gamma,0.5200848745634357
10,gamma,0.6622500802420112
10,electron,1.4749580336874124
10,gamma,0.5269531957397677
10,electron,0.5996400825955048
10,gamma,0.3029602366941415
10,gamma,0.9966120773508277
10,electron,1.9186805353666294
10,gamma,0.46048092693806914
10,electron,0.5829025650954054
10,electron,0.9628558520747573
10,gamma,0.5662105993999436
10,gamma,0.3381239541226511
10,electron,0.70692197628101
10,positron,0.7187993523008053
10,gamma,1.256209992049505
10,electron,0.7329716065820922
10,gamma,0.353141761921714
10,electron,0.7057938587423267
10,gamma,0.5972108659936141
10,gamma,0.765253686993056
10,electron,4.235273357183558
10,gamma,2.163226611327294
10,electron,1.6268771531316264
10,gamma,0.2506433128580038
10,gamma,1.8406737100987696
10,electron,1.806479025327502
10,gamma,0.6041213819706129
10,gamma,0.7461364108754143
10,electron,0.3671640770758995
10,gamma,0.5140628040140653
10,gamma,1.2720933415338078
10,electron,1.0117049837455818
10,positron,1.607435353534108
10,electron,0.6576806806133609
10,positron,0.5322589364612801
10,electron,0.7537159389846364
10,gamma,0.2833989133517462
10,electron,1.0642306527902008
10,electron,0.6151013383068998
10,positron,1.3861996795541727
10,gamma,0.6633724482859727
10,electron,0.3851038713492922
10,gamma,0.5449577163798526
10,gamma,0.6209676213856791
10,electron,0.8029382200342646
10,positron,1.1080261102500335
10,gamma,1.3632631381475229
10,electron,1.414131478563361
10,gamma,0.5146325771685507
10,electron,0.5564875067316215
10,positron,0.6628953313297512
10,electron,0.9467547947384991
10,gamma,0.8238865031722078
10,electron,1.0049873944322827
10,electron,0.10006205255351963
10,electron,0.9123595090850964
10,positron,0.6744734695762509
10,gamma,0.6109286609610901
10,electron,2.4657979453397583
10,positron,1.141318072458805
10,gamma,0.8251774588824294
10,electron,0.9430238824701811
10,electron,1.5336480161553392
